"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Syddanmark;2020-04-23;F;4;0;0;497;8327;2088
Hovedstaden;2020-04-23;M;49;1;7;498;8376;2095
Midtjylland;2020-04-23;M;10;0;1;498;8386;2096
Nordjylland;2020-04-23;M;1;0;0;498;8387;2096
Sjælland;2020-04-23;M;20;0;7;498;8407;2103
Syddanmark;2020-04-23;M;4;0;0;498;8411;2103
Hovedstaden;2020-04-24;F;64;2;9;500;8475;2112
Midtjylland;2020-04-24;F;19;1;1;501;8494;2113
Sjælland;2020-04-24;F;23;2;5;503;8517;2118
Syddanmark;2020-04-24;F;2;0;0;503;8519;2118
Hovedstaden;2020-04-24;M;34;1;4;504;8553;2122
Midtjylland;2020-04-24;M;8;1;0;505;8561;2122
Nordjylland;2020-04-24;M;2;0;0;505;8563;2122
Sjælland;2020-04-24;M;12;1;3;506;8575;2125
Syddanmark;2020-04-24;M;3;0;0;506;8578;2125
Hovedstaden;2020-04-25;F;38;1;5;507;8616;2130
Midtjylland;2020-04-25;F;22;1;0;508;8638;2130
Nordjylland;2020-04-25;F;4;0;1;508;8642;2131
Sjælland;2020-04-25;F;14;1;4;509;8656;2135
Syddanmark;2020-04-25;F;3;0;0;509;8659;2135
Hovedstaden;2020-04-25;M;30;2;6;511;8689;2141
Midtjylland;2020-04-25;M;7;0;1;511;8696;2142
Nordjylland;2020-04-25;M;1;0;0;511;8697;2142
Sjælland;2020-04-25;M;9;2;2;513;8706;2144
Syddanmark;2020-04-25;M;5;0;0;513;8711;2144
Hovedstaden;2020-04-26;F;42;1;12;514;8753;2156
Midtjylland;2020-04-26;F;10;0;0;514;8763;2156
Nordjylland;2020-04-26;F;4;0;0;514;8767;2156
Sjælland;2020-04-26;F;13;0;2;514;8780;2158
Syddanmark;2020-04-26;F;4;0;0;514;8784;2158
Hovedstaden;2020-04-26;M;33;3;7;517;8817;2165
Midtjylland;2020-04-26;M;5;0;2;517;8822;2167
Sjælland;2020-04-26;M;5;1;1;518;8827;2168
Syddanmark;2020-04-26;M;3;0;0;518;8830;2168
Hovedstaden;2020-04-27;F;70;1;2;519;8900;2170
Midtjylland;2020-04-27;F;9;0;1;519;8909;2171
Nordjylland;2020-04-27;F;3;0;0;519;8912;2171
Sjælland;2020-04-27;F;30;3;4;522;8942;2175
Syddanmark;2020-04-27;F;1;0;0;522;8943;2175
Hovedstaden;2020-04-27;M;59;2;7;524;9002;2182
Midtjylland;2020-04-27;M;9;0;2;524;9011;2184
Nordjylland;2020-04-27;M;2;0;0;524;9013;2184
Sjælland;2020-04-27;M;25;5;5;529;9038;2189
Syddanmark;2020-04-27;M;3;0;0;529;9041;2189
Hovedstaden;2020-04-28;F;50;2;7;531;9091;2196
Midtjylland;2020-04-28;F;17;0;0;531;9108;2196
Sjælland;2020-04-28;F;19;0;0;531;9127;2196
Hovedstaden;2020-04-28;M;32;0;3;531;9159;2199
Midtjylland;2020-04-28;M;7;0;0;531;9166;2199
Sjælland;2020-04-28;M;6;0;0;531;9172;2199
Hovedstaden;2020-04-29;F;50;2;6;533;9222;2205
Midtjylland;2020-04-29;F;10;1;1;534;9232;2206
Nordjylland;2020-04-29;F;1;0;0;534;9233;2206
Sjælland;2020-04-29;F;16;0;1;534;9249;2207
Syddanmark;2020-04-29;F;4;0;0;534;9253;2207
Hovedstaden;2020-04-29;M;42;4;11;538;9295;2218
Midtjylland;2020-04-29;M;7;0;0;538;9302;2218
Nordjylland;2020-04-29;M;2;0;0;538;9304;2218
Sjælland;2020-04-29;M;5;1;2;539;9309;2220
Syddanmark;2020-04-29;M;2;0;0;539;9311;2220
Hovedstaden;2020-04-30;F;62;0;6;539;9373;2226
Midtjylland;2020-04-30;F;6;0;1;539;9379;2227
Nordjylland;2020-04-30;F;3;0;0;539;9382;2227
Sjælland;2020-04-30;F;24;1;4;540;9406;2231
Syddanmark;2020-04-30;F;1;0;0;540;9407;2231
Hovedstaden;2020-04-30;M;33;0;5;540;9440;2236
Midtjylland;2020-04-30;M;7;0;0;540;9447;2236
Nordjylland;2020-04-30;M;2;0;1;540;9449;2237
Sjælland;2020-04-30;M;8;0;0;540;9457;2237
Syddanmark;2020-04-30;M;1;0;0;540;9458;2237
Hovedstaden;2020-05-01;F;58;2;3;542;9516;2240
Midtjylland;2020-05-01;F;5;0;0;542;9521;2240
Nordjylland;2020-05-01;F;10;0;0;542;9531;2240
Sjælland;2020-05-01;F;15;1;1;543;9546;2241
Syddanmark;2020-05-01;F;2;0;0;543;9548;2241
Hovedstaden;2020-05-01;M;25;0;2;543;9573;2243
Midtjylland;2020-05-01;M;11;0;1;543;9584;2244
Nordjylland;2020-05-01;M;9;0;0;543;9593;2244
Sjælland;2020-05-01;M;10;1;2;544;9603;2246
Syddanmark;2020-05-01;M;3;0;1;544;9606;2247
Hovedstaden;2020-05-02;F;31;0;2;544;9637;2249
Midtjylland;2020-05-02;F;12;0;3;544;9649;2252
Nordjylland;2020-05-02;F;1;0;0;544;9650;2252
Sjælland;2020-05-02;F;17;0;1;544;9667;2253
Syddanmark;2020-05-02;F;4;0;0;544;9671;2253
Hovedstaden;2020-05-02;M;27;1;4;545;9698;2257
Midtjylland;2020-05-02;M;8;0;1;545;9706;2258
Nordjylland;2020-05-02;M;1;0;0;545;9707;2258
Sjælland;2020-05-02;M;12;1;1;546;9719;2259
Syddanmark;2020-05-02;M;2;0;0;546;9721;2259
Hovedstaden;2020-05-03;F;33;0;7;546;9754;2266
Midtjylland;2020-05-03;F;4;0;1;546;9758;2267
Nordjylland;2020-05-03;F;1;0;0;546;9759;2267
Sjælland;2020-05-03;F;7;0;2;546;9766;2269
Syddanmark;2020-05-03;F;4;0;1;546;9770;2270
Hovedstaden;2020-05-03;M;18;2;2;548;9788;2272
Midtjylland;2020-05-03;M;6;0;1;548;9794;2273
Nordjylland;2020-05-03;M;1;0;0;548;9795;2273
Sjælland;2020-05-03;M;5;1;3;549;9800;2276
Syddanmark;2020-05-03;M;1;0;0;549;9801;2276
Hovedstaden;2020-05-04;F;49;0;3;549;9850;2279
Midtjylland;2020-05-04;F;5;0;1;549;9855;2280
Sjælland;2020-05-04;F;21;1;3;550;9876;2283
Syddanmark;2020-05-04;F;3;0;0;550;9879;2283
Hovedstaden;2020-05-04;M;29;0;3;550;9908;2286
Midtjylland;2020-05-04;M;3;0;1;550;9911;2287
Sjælland;2020-05-04;M;9;0;3;550;9920;2290
Syddanmark;2020-05-04;M;1;0;0;550;9921;2290
Hovedstaden;2020-05-05;F;32;1;4;551;9953;2294
Midtjylland;2020-05-05;F;5;0;0;551;9958;2294
Nordjylland;2020-05-05;F;2;0;0;551;9960;2294
Sjælland;2020-05-05;F;21;2;4;553;9981;2298
Syddanmark;2020-05-05;F;4;0;0;553;9985;2298
Hovedstaden;2020-05-05;M;40;2;5;555;10025;2303
Midtjylland;2020-05-05;M;3;0;0;555;10028;2303
Sjælland;2020-05-05;M;15;0;5;555;10043;2308
Syddanmark;2020-05-05;M;1;0;0;555;10044;2308
Hovedstaden;2020-05-06;F;56;0;1;555;10100;2309
Midtjylland;2020-05-06;F;2;0;0;555;10102;2309
Sjælland;2020-05-06;F;16;0;0;555;10118;2309
Syddanmark;2020-05-06;F;2;0;0;555;10120;2309
Hovedstaden;2020-05-06;M;27;0;4;555;10147;2313
Midtjylland;2020-05-06;M;4;0;0;555;10151;2313
Sjælland;2020-05-06;M;6;0;2;555;10157;2315
Hovedstaden;2020-05-07;F;44;0;2;555;10201;2317
Midtjylland;2020-05-07;F;5;0;0;555;10206;2317
Sjælland;2020-05-07;F;19;0;3;555;10225;2320
Syddanmark;2020-05-07;F;1;0;0;555;10226;2320
Hovedstaden;2020-05-07;M;32;0;4;555;10258;2324
Midtjylland;2020-05-07;M;5;0;0;555;10263;2324
Nordjylland;2020-05-07;M;1;0;0;555;10264;2324
Sjælland;2020-05-07;M;13;2;4;557;10277;2328
Syddanmark;2020-05-07;M;2;0;0;557;10279;2328
Hovedstaden;2020-05-08;F;31;3;4;560;10310;2332
Midtjylland;2020-05-08;F;4;0;0;560;10314;2332
Sjælland;2020-05-08;F;4;0;0;560;10318;2332
Syddanmark;2020-05-08;F;1;0;0;560;10319;2332
Hovedstaden;2020-05-08;M;21;1;4;561;10340;2336
Midtjylland;2020-05-08;M;1;0;0;561;10341;2336
Sjælland;2020-05-08;M;5;0;0;561;10346;2336
Syddanmark;2020-05-08;M;2;0;0;561;10348;2336
Hovedstaden;2020-05-09;F;24;1;5;562;10372;2341
Midtjylland;2020-05-09;F;2;0;2;562;10374;2343
Nordjylland;2020-05-09;F;1;0;0;562;10375;2343
Sjælland;2020-05-09;F;7;0;0;562;10382;2343
Hovedstaden;2020-05-09;M;24;1;5;563;10406;2348
Midtjylland;2020-05-09;M;2;0;0;563;10408;2348
Sjælland;2020-05-09;M;4;0;1;563;10412;2349
Hovedstaden;2020-05-10;F;20;0;2;563;10432;2351
Midtjylland;2020-05-10;F;2;0;0;563;10434;2351
Nordjylland;2020-05-10;F;2;0;0;563;10436;2351
Sjælland;2020-05-10;F;4;0;0;563;10440;2351
Syddanmark;2020-05-10;F;3;0;0;563;10443;2351
Hovedstaden;2020-05-10;M;18;0;2;563;10461;2353
Midtjylland;2020-05-10;M;1;0;0;563;10462;2353
Nordjylland;2020-05-10;M;2;0;0;563;10464;2353
Sjælland;2020-05-10;M;4;1;1;564;10468;2354
Syddanmark;2020-05-10;M;1;1;1;565;10469;2355
Hovedstaden;2020-05-11;F;28;0;4;565;10497;2359
Midtjylland;2020-05-11;F;2;0;1;565;10499;2360
Sjælland;2020-05-11;F;5;0;1;565;10504;2361
Syddanmark;2020-05-11;F;5;0;0;565;10509;2361
Hovedstaden;2020-05-11;M;22;0;1;565;10531;2362
Midtjylland;2020-05-11;M;1;0;0;565;10532;2362
Nordjylland;2020-05-11;M;1;0;0;565;10533;2362
Sjælland;2020-05-11;M;7;0;1;565;10540;2363
Syddanmark;2020-05-11;M;7;1;2;566;10547;2365
Hovedstaden;2020-05-12;F;21;0;4;566;10568;2369
Nordjylland;2020-05-12;F;1;0;0;566;10569;2369
Sjælland;2020-05-12;F;9;0;1;566;10578;2370
Syddanmark;2020-05-12;F;6;0;0;566;10584;2370
Hovedstaden;2020-05-12;M;15;1;1;567;10599;2371
Midtjylland;2020-05-12;M;1;0;0;567;10600;2371
Sjælland;2020-05-12;M;1;0;0;567;10601;2371
Syddanmark;2020-05-12;M;3;0;0;567;10604;2371
Hovedstaden;2020-05-13;F;26;1;1;568;10630;2372
Midtjylland;2020-05-13;F;3;0;1;568;10633;2373
Sjælland;2020-05-13;F;7;0;1;568;10640;2374
Syddanmark;2020-05-13;F;5;0;1;568;10645;2375
Hovedstaden;2020-05-13;M;14;0;0;568;10659;2375
Midtjylland;2020-05-13;M;1;0;0;568;10660;2375
Nordjylland;2020-05-13;M;1;0;0;568;10661;2375
Sjælland;2020-05-13;M;6;0;0;568;10667;2375
Syddanmark;2020-05-13;M;1;0;0;568;10668;2375
Hovedstaden;2020-05-14;F;22;0;2;568;10690;2377
Midtjylland;2020-05-14;F;1;0;0;568;10691;2377
Sjælland;2020-05-14;F;11;0;2;568;10702;2379
Syddanmark;2020-05-14;F;3;0;1;568;10705;2380
Hovedstaden;2020-05-14;M;13;0;2;568;10718;2382
Midtjylland;2020-05-14;M;3;0;0;568;10721;2382
Sjælland;2020-05-14;M;3;0;0;568;10724;2382
Syddanmark;2020-05-14;M;5;1;4;569;10729;2386
Hovedstaden;2020-05-15;F;26;1;2;570;10755;2388
Midtjylland;2020-05-15;F;4;0;0;570;10759;2388
Nordjylland;2020-05-15;F;1;0;1;570;10760;2389
Sjælland;2020-05-15;F;5;1;3;571;10765;2392
Syddanmark;2020-05-15;F;3;0;0;571;10768;2392
Hovedstaden;2020-05-15;M;32;0;3;571;10800;2395
Sjælland;2020-05-15;M;9;2;2;573;10809;2397
Syddanmark;2020-05-15;M;9;1;1;574;10818;2398
Hovedstaden;2020-05-16;F;8;0;0;574;10826;2398
Midtjylland;2020-05-16;F;3;0;1;574;10829;2399
Nordjylland;2020-05-16;F;1;0;0;574;10830;2399
Sjælland;2020-05-16;F;5;1;1;575;10835;2400
Syddanmark;2020-05-16;F;1;0;0;575;10836;2400
Hovedstaden;2020-05-16;M;10;0;0;575;10846;2400
Midtjylland;2020-05-16;M;1;0;0;575;10847;2400
Sjælland;2020-05-16;M;3;0;1;575;10850;2401
Syddanmark;2020-05-16;M;2;0;1;575;10852;2402
Hovedstaden;2020-05-17;F;18;0;2;575;10870;2404
Midtjylland;2020-05-17;F;5;0;2;575;10875;2406
Sjælland;2020-05-17;F;5;0;0;575;10880;2406
Syddanmark;2020-05-17;F;3;0;0;575;10883;2406
Hovedstaden;2020-05-17;M;13;0;1;575;10896;2407
Midtjylland;2020-05-17;M;3;0;0;575;10899;2407
Sjælland;2020-05-17;M;2;0;0;575;10901;2407
Syddanmark;2020-05-17;M;1;0;0;575;10902;2407
Hovedstaden;2020-05-18;F;31;1;3;576;10933;2410
Midtjylland;2020-05-18;F;4;0;2;576;10937;2412
Sjælland;2020-05-18;F;5;0;1;576;10942;2413
Syddanmark;2020-05-18;F;4;0;1;576;10946;2414
Hovedstaden;2020-05-18;M;23;1;1;577;10969;2415
Midtjylland;2020-05-18;M;3;0;1;577;10972;2416
Nordjylland;2020-05-18;M;1;0;0;577;10973;2416
Sjælland;2020-05-18;M;3;0;0;577;10976;2416
Syddanmark;2020-05-18;M;6;0;0;577;10982;2416
Hovedstaden;2020-05-19;F;23;0;2;577;11005;2418
Midtjylland;2020-05-19;F;1;0;1;577;11006;2419
Sjælland;2020-05-19;F;5;0;0;577;11011;2419
Syddanmark;2020-05-19;F;3;0;1;577;11014;2420
Hovedstaden;2020-05-19;M;18;1;1;578;11032;2421
Midtjylland;2020-05-19;M;4;0;0;578;11036;2421
Nordjylland;2020-05-19;M;2;0;0;578;11038;2421
Sjælland;2020-05-19;M;3;0;1;578;11041;2422
Syddanmark;2020-05-19;M;1;0;0;578;11042;2422
Hovedstaden;2020-05-20;F;26;2;4;580;11068;2426
Nordjylland;2020-05-20;F;1;0;0;580;11069;2426
Sjælland;2020-05-20;F;7;0;0;580;11076;2426
Syddanmark;2020-05-20;F;4;0;0;580;11080;2426
Hovedstaden;2020-05-20;M;24;2;3;582;11104;2429
Sjælland;2020-05-20;M;5;1;2;583;11109;2431
Hovedstaden;2020-05-21;F;11;0;1;583;11120;2432
Midtjylland;2020-05-21;F;1;0;1;583;11121;2433
Nordjylland;2020-05-21;F;1;0;1;583;11122;2434
Sjælland;2020-05-21;F;4;0;1;583;11126;2435
Hovedstaden;2020-05-21;M;13;0;2;583;11139;2437
Sjælland;2020-05-21;M;1;0;1;583;11140;2438
Hovedstaden;2020-05-22;F;29;3;7;586;11169;2445
Midtjylland;2020-05-22;F;1;0;0;586;11170;2445
Nordjylland;2020-05-22;F;2;0;0;586;11172;2445
Sjælland;2020-05-22;F;6;0;1;586;11178;2446
Syddanmark;2020-05-22;F;1;0;0;586;11179;2446
Hovedstaden;2020-05-22;M;19;1;4;587;11198;2450
Midtjylland;2020-05-22;M;2;0;1;587;11200;2451
Sjælland;2020-05-22;M;8;1;2;588;11208;2453
Syddanmark;2020-05-22;M;3;0;0;588;11211;2453
Hovedstaden;2020-05-23;F;14;0;2;588;11225;2455
Midtjylland;2020-05-23;F;1;0;0;588;11226;2455
Sjælland;2020-05-23;F;3;1;1;589;11229;2456
Hovedstaden;2020-05-23;M;14;0;3;589;11243;2459
Midtjylland;2020-05-23;M;1;0;1;589;11244;2460
Sjælland;2020-05-23;M;1;0;0;589;11245;2460
Hovedstaden;2020-05-24;F;15;0;2;589;11260;2462
Sjælland;2020-05-24;F;5;0;1;589;11265;2463
Syddanmark;2020-05-24;F;1;0;0;589;11266;2463
Hovedstaden;2020-05-24;M;13;0;3;589;11279;2466
Hovedstaden;2020-05-25;F;25;1;3;590;11304;2469
Midtjylland;2020-05-25;F;1;0;0;590;11305;2469
Sjælland;2020-05-25;F;2;0;0;590;11307;2469
Syddanmark;2020-05-25;F;2;0;1;590;11309;2470
Hovedstaden;2020-05-25;M;18;0;0;590;11327;2470
Nordjylland;2020-05-25;M;1;0;0;590;11328;2470
Sjælland;2020-05-25;M;3;0;0;590;11331;2470
Hovedstaden;2020-05-26;F;25;2;5;592;11356;2475
Nordjylland;2020-05-26;F;2;0;0;592;11358;2475
Sjælland;2020-05-26;F;7;0;0;592;11365;2475
Syddanmark;2020-05-26;F;3;0;2;592;11368;2477
Hovedstaden;2020-05-26;M;19;0;4;592;11387;2481
Midtjylland;2020-05-26;M;2;0;0;592;11389;2481
Syddanmark;2020-05-26;M;4;0;1;592;11393;2482
Hovedstaden;2020-05-27;F;24;1;3;593;11417;2485
Midtjylland;2020-05-27;F;1;0;0;593;11418;2485
Sjælland;2020-05-27;F;2;0;0;593;11420;2485
Hovedstaden;2020-05-27;M;17;1;5;594;11437;2490
Midtjylland;2020-05-27;M;1;0;0;594;11438;2490
Sjælland;2020-05-27;M;6;0;2;594;11444;2492
Hovedstaden;2020-05-28;F;19;0;2;594;11463;2494
Sjælland;2020-05-28;F;5;0;2;594;11468;2496
Syddanmark;2020-05-28;F;1;0;0;594;11469;2496
Hovedstaden;2020-05-28;M;9;1;3;595;11478;2499
Sjælland;2020-05-28;M;2;0;0;595;11480;2499
Syddanmark;2020-05-28;M;1;0;0;595;11481;2499
Hovedstaden;2020-05-29;F;15;1;1;596;11496;2500
Sjælland;2020-05-29;F;3;0;1;596;11499;2501
Syddanmark;2020-05-29;F;1;0;0;596;11500;2501
Hovedstaden;2020-05-29;M;13;2;2;598;11513;2503
Sjælland;2020-05-29;M;7;0;2;598;11520;2505
Syddanmark;2020-05-29;M;1;0;0;598;11521;2505
Hovedstaden;2020-05-30;F;7;0;2;598;11528;2507
Sjælland;2020-05-30;F;3;0;1;598;11531;2508
Hovedstaden;2020-05-30;M;7;1;2;599;11538;2510
Syddanmark;2020-05-30;M;1;0;1;599;11539;2511
Hovedstaden;2020-05-31;F;5;0;0;599;11544;2511
Sjælland;2020-05-31;F;1;0;0;599;11545;2511
Hovedstaden;2020-05-31;M;5;0;0;599;11550;2511
Sjælland;2020-05-31;M;1;0;0;599;11551;2511
Hovedstaden;2020-06-01;F;7;0;1;599;11558;2512
Sjælland;2020-06-01;F;1;0;0;599;11559;2512
Hovedstaden;2020-06-01;M;6;0;1;599;11565;2513
Midtjylland;2020-06-01;M;3;0;1;599;11568;2514
Sjælland;2020-06-01;M;2;0;0;599;11570;2514
Syddanmark;2020-06-01;M;1;0;1;599;11571;2515
Hovedstaden;2020-06-02;F;23;0;0;599;11594;2515
Midtjylland;2020-06-02;F;1;0;0;599;11595;2515
Sjælland;2020-06-02;F;8;0;0;599;11603;2515
Syddanmark;2020-06-02;F;2;0;0;599;11605;2515
Hovedstaden;2020-06-02;M;7;0;0;599;11612;2515
Midtjylland;2020-06-02;M;1;0;0;599;11613;2515
Sjælland;2020-06-02;M;3;0;1;599;11616;2516
Syddanmark;2020-06-02;M;1;0;0;599;11617;2516
Hovedstaden;2020-06-03;F;24;0;1;599;11641;2517
Sjælland;2020-06-03;F;9;0;1;599;11650;2518
Syddanmark;2020-06-03;F;1;0;0;599;11651;2518
Hovedstaden;2020-06-03;M;9;0;0;599;11660;2518
Sjælland;2020-06-03;M;9;0;0;599;11669;2518
Hovedstaden;2020-06-04;F;18;0;1;599;11687;2519
Sjælland;2020-06-04;F;4;0;0;599;11691;2519
Syddanmark;2020-06-04;F;1;0;0;599;11692;2519
Hovedstaden;2020-06-04;M;11;1;1;600;11703;2520
Midtjylland;2020-06-04;M;5;0;0;600;11708;2520
Sjælland;2020-06-04;M;2;0;0;600;11710;2520
Syddanmark;2020-06-04;M;3;1;1;601;11713;2521
Hovedstaden;2020-06-05;F;14;0;2;601;11727;2523
Sjælland;2020-06-05;F;2;0;0;601;11729;2523
Hovedstaden;2020-06-05;M;14;0;1;601;11743;2524
Sjælland;2020-06-05;M;2;0;0;601;11745;2524
Syddanmark;2020-06-05;M;2;0;2;601;11747;2526
Hovedstaden;2020-06-06;F;9;0;2;601;11756;2528
Midtjylland;2020-06-06;F;1;0;0;601;11757;2528
Sjælland;2020-06-06;F;2;0;0;601;11759;2528
Hovedstaden;2020-06-06;M;4;0;0;601;11763;2528
Syddanmark;2020-06-06;M;2;0;0;601;11765;2528
Hovedstaden;2020-06-07;F;4;0;1;601;11769;2529
Hovedstaden;2020-06-07;M;10;0;1;601;11779;2530
Hovedstaden;2020-06-08;F;12;0;1;601;11791;2531
Midtjylland;2020-06-08;F;1;0;0;601;11792;2531
Nordjylland;2020-06-08;F;1;0;0;601;11793;2531
Sjælland;2020-06-08;F;1;0;0;601;11794;2531
Syddanmark;2020-06-08;F;3;0;0;601;11797;2531
Hovedstaden;2020-06-08;M;16;1;2;602;11813;2533
Midtjylland;2020-06-08;M;2;0;0;602;11815;2533
Sjælland;2020-06-08;M;1;0;0;602;11816;2533
Syddanmark;2020-06-08;M;5;0;0;602;11821;2533
Hovedstaden;2020-06-09;F;10;0;0;602;11831;2533
Sjælland;2020-06-09;F;4;0;0;602;11835;2533
Hovedstaden;2020-06-09;M;11;0;0;602;11846;2533
Midtjylland;2020-06-09;M;1;0;0;602;11847;2533
Sjælland;2020-06-09;M;2;0;1;602;11849;2534
Syddanmark;2020-06-09;M;2;0;0;602;11851;2534
Hovedstaden;2020-06-10;F;23;0;1;602;11874;2535
Midtjylland;2020-06-10;F;3;0;1;602;11877;2536
Nordjylland;2020-06-10;F;6;0;1;602;11883;2537
Sjælland;2020-06-10;F;15;0;2;602;11898;2539
Syddanmark;2020-06-10;F;2;0;0;602;11900;2539
Hovedstaden;2020-06-10;M;16;0;0;602;11916;2539
Nordjylland;2020-06-10;M;3;1;0;603;11919;2539
Sjælland;2020-06-10;M;11;0;1;603;11930;2540
Syddanmark;2020-06-10;M;1;0;0;603;11931;2540
Hovedstaden;2020-06-11;F;19;0;0;603;11950;2540
Midtjylland;2020-06-11;F;1;0;0;603;11951;2540
Nordjylland;2020-06-11;F;1;0;0;603;11952;2540
Sjælland;2020-06-11;F;6;0;0;603;11958;2540
Hovedstaden;2020-06-11;M;17;0;2;603;11975;2542
Nordjylland;2020-06-11;M;1;0;1;603;11976;2543
Sjælland;2020-06-11;M;3;0;0;603;11979;2543
Hovedstaden;2020-06-12;F;13;0;1;603;11992;2544
Midtjylland;2020-06-12;F;2;0;0;603;11994;2544
Nordjylland;2020-06-12;F;18;1;4;604;12012;2548
Sjælland;2020-06-12;F;2;1;1;605;12014;2549
Hovedstaden;2020-06-12;M;11;0;2;605;12025;2551
Midtjylland;2020-06-12;M;2;0;0;605;12027;2551
Nordjylland;2020-06-12;M;5;0;1;605;12032;2552
Sjælland;2020-06-12;M;2;0;1;605;12034;2553
Syddanmark;2020-06-12;M;1;0;0;605;12035;2553
Hovedstaden;2020-06-13;F;7;0;1;605;12042;2554
Midtjylland;2020-06-13;F;2;0;0;605;12044;2554
Sjælland;2020-06-13;F;3;0;1;605;12047;2555
Hovedstaden;2020-06-13;M;12;1;3;606;12059;2558
Sjælland;2020-06-13;M;3;0;1;606;12062;2559
Hovedstaden;2020-06-14;F;3;0;0;606;12065;2559
Nordjylland;2020-06-14;F;5;0;1;606;12070;2560
Hovedstaden;2020-06-14;M;5;0;1;606;12075;2561
Nordjylland;2020-06-14;M;3;1;1;607;12078;2562
Sjælland;2020-06-14;M;2;0;0;607;12080;2562
Hovedstaden;2020-06-15;F;16;1;3;608;12096;2565
Nordjylland;2020-06-15;F;2;0;0;608;12098;2565
Sjælland;2020-06-15;F;1;0;0;608;12099;2565
Hovedstaden;2020-06-15;M;16;1;2;609;12115;2567
Midtjylland;2020-06-15;M;1;0;1;609;12116;2568
Nordjylland;2020-06-15;M;1;0;0;609;12117;2568
Sjælland;2020-06-15;M;3;0;0;609;12120;2568
Hovedstaden;2020-06-16;F;17;0;0;609;12137;2568
Midtjylland;2020-06-16;F;4;0;1;609;12141;2569
Nordjylland;2020-06-16;F;3;0;1;609;12144;2570
Sjælland;2020-06-16;F;4;0;1;609;12148;2571
Hovedstaden;2020-06-16;M;9;0;2;609;12157;2573
Midtjylland;2020-06-16;M;1;0;0;609;12158;2573
Nordjylland;2020-06-16;M;4;0;0;609;12162;2573
Sjælland;2020-06-16;M;3;0;1;609;12165;2574
Syddanmark;2020-06-16;M;1;0;0;609;12166;2574
Hovedstaden;2020-06-17;F;21;0;1;609;12187;2575
Midtjylland;2020-06-17;F;1;0;0;609;12188;2575
Nordjylland;2020-06-17;F;14;0;2;609;12202;2577
Sjælland;2020-06-17;F;7;0;0;609;12209;2577
Syddanmark;2020-06-17;F;1;0;0;609;12210;2577
Hovedstaden;2020-06-17;M;20;0;1;609;12230;2578
Midtjylland;2020-06-17;M;2;0;0;609;12232;2578
Nordjylland;2020-06-17;M;2;0;1;609;12234;2579
Sjælland;2020-06-17;M;5;0;1;609;12239;2580
Syddanmark;2020-06-17;M;1;0;1;609;12240;2581
Hovedstaden;2020-06-18;F;17;0;0;609;12257;2581
Midtjylland;2020-06-18;F;1;0;0;609;12258;2581
Nordjylland;2020-06-18;F;1;0;0;609;12259;2581
Sjælland;2020-06-18;F;4;0;2;609;12263;2583
Hovedstaden;2020-06-18;M;17;0;0;609;12280;2583
Nordjylland;2020-06-18;M;1;0;0;609;12281;2583
Sjælland;2020-06-18;M;2;0;0;609;12283;2583
Syddanmark;2020-06-18;M;1;0;0;609;12284;2583
Hovedstaden;2020-06-19;F;15;0;2;609;12299;2585
Sjælland;2020-06-19;F;7;0;1;609;12306;2586
Hovedstaden;2020-06-19;M;9;0;0;609;12315;2586
Midtjylland;2020-06-19;M;2;0;0;609;12317;2586
Nordjylland;2020-06-19;M;1;0;0;609;12318;2586
Sjælland;2020-06-19;M;8;0;0;609;12326;2586
Hovedstaden;2020-06-20;F;18;0;0;609;12344;2586
Nordjylland;2020-06-20;F;2;0;0;609;12346;2586
Sjælland;2020-06-20;F;3;0;0;609;12349;2586
Hovedstaden;2020-06-20;M;12;0;0;609;12361;2586
Midtjylland;2020-06-20;M;2;0;0;609;12363;2586
Sjælland;2020-06-20;M;1;0;0;609;12364;2586
Hovedstaden;2020-06-21;F;16;0;0;609;12380;2586
Nordjylland;2020-06-21;F;1;0;1;609;12381;2587
Syddanmark;2020-06-21;F;1;0;0;609;12382;2587
Hovedstaden;2020-06-21;M;10;0;1;609;12392;2588
Midtjylland;2020-06-21;M;1;0;0;609;12393;2588
Nordjylland;2020-06-21;M;2;0;2;609;12395;2590
Sjælland;2020-06-21;M;1;0;0;609;12396;2590
Hovedstaden;2020-06-22;F;22;0;1;609;12418;2591
Nordjylland;2020-06-22;F;2;0;1;609;12420;2592
Sjælland;2020-06-22;F;1;0;0;609;12421;2592
Hovedstaden;2020-06-22;M;18;0;1;609;12439;2593
Midtjylland;2020-06-22;M;1;0;0;609;12440;2593
Nordjylland;2020-06-22;M;1;0;0;609;12441;2593
Sjælland;2020-06-22;M;1;0;1;609;12442;2594
Hovedstaden;2020-06-23;F;5;0;1;609;12447;2595
Midtjylland;2020-06-23;F;3;0;0;609;12450;2595
Nordjylland;2020-06-23;F;1;0;0;609;12451;2595
Syddanmark;2020-06-23;F;2;0;0;609;12453;2595
Hovedstaden;2020-06-23;M;4;0;0;609;12457;2595
Midtjylland;2020-06-23;M;1;0;0;609;12458;2595
Nordjylland;2020-06-23;M;3;0;1;609;12461;2596
Sjælland;2020-06-23;M;1;0;0;609;12462;2596
Hovedstaden;2020-06-24;F;10;0;2;609;12472;2598
